date,pr_CA_mmday,tas_CA_C,nino34,enso_phase,source_id,month,year
1901-08-16 12:00:00,0.267626020131693,22.97700769287229,-1.5910546520659523,La Nina,GFDL-ESM4,8,1901
1901-09-16 00:00:00,0.31764708791872676,21.208003483016626,-1.762426626260276,La Nina,GFDL-ESM4,9,1901
1901-10-16 12:00:00,1.0418846410030682,14.465153562578735,-1.9691333633692125,La Nina,GFDL-ESM4,10,1901
1901-11-16 00:00:00,1.1763892096038924,8.79620456215963,-2.065932817460703,La Nina,GFDL-ESM4,11,1901
1901-12-16 12:00:00,4.646497471382573,4.063806240178508,-2.085360219217057,La Nina,GFDL-ESM4,12,1901
1902-01-16 12:00:00,1.500700437124471,1.803234549818228,-1.994399406282571,La Nina,GFDL-ESM4,1,1902
1902-02-15 00:00:00,0.8117920394643678,6.6459610438775485,-1.8145060225793146,La Nina,GFDL-ESM4,2,1902
1902-03-16 12:00:00,2.473815247064126,8.886963733017183,-1.6159107449622183,La Nina,GFDL-ESM4,3,1902
1902-04-16 00:00:00,0.811723826627461,10.956686315066122,-1.4720260123720208,La Nina,GFDL-ESM4,4,1902
1902-05-16 12:00:00,0.6436736139317842,16.080071271947247,-1.3221412167732864,La Nina,GFDL-ESM4,5,1902
1902-06-16 00:00:00,1.4142683629218111,16.372077968083886,-1.208401424658416,La Nina,GFDL-ESM4,6,1902
1902-07-16 12:00:00,0.17302547728870918,22.315442801326355,-1.1296782923562319,La Nina,GFDL-ESM4,7,1902
1902-08-16 12:00:00,0.06942931547176864,22.71361908401991,-1.0784967761083295,La Nina,GFDL-ESM4,8,1902
1902-09-16 00:00:00,0.7964260851466385,20.384221521448637,-1.1314677605903172,La Nina,GFDL-ESM4,9,1902
1902-10-16 12:00:00,0.5063883677248386,13.205810921114733,-1.2365733604338403,La Nina,GFDL-ESM4,10,1902
1902-11-16 00:00:00,1.6568569475489872,6.766727360542632,-1.1960864865401846,La Nina,GFDL-ESM4,11,1902
1902-12-16 12:00:00,1.4902036144648345,3.195455750504493,-1.1647308366385118,La Nina,GFDL-ESM4,12,1902
1903-01-16 12:00:00,1.4889884626455596,4.653040979416517,-1.0375758311748882,La Nina,GFDL-ESM4,1,1903
